investor,commit,deal_size,invite,rating,int_rate,covenants,total_fees,fee_share,prior_tier,invite_tier
Wells Fargo,Commit,1300,190,9,Market,0,135,36.9,Bookrunner,Bookrunner
MUFG Union,Commit,300,50,5,Market,1,33,6.5,Participant,Bookrunner
MUFG Union,Commit,1000,190,7,Market,0,27,5.5,Bookrunner,Bookrunner
Wells Fargo,Commit,900,110,3,Market,3,139,37.7,Bookrunner,Participant
Goldman Sachs,Commit,800,120,2,Market,2,109,28.2,Bookrunner,Bookrunner
Goldman Sachs,Commit,1500,340,5,Market,1,204,82.6,Bookrunner,Bookrunner
MUFG Union,Commit,800,130,2,Above,3,148,42.8,Bookrunner,Bookrunner
Bank of America,Commit,1400,270,2,Market,2,97,19.8,Bookrunner,Bookrunner
Deutsche Bank,Decline,300,30,3,Above,2,31,0,Participant,Participant
Deutsche Bank,Commit,700,110,1,Market,1,-6,-1.1,Bookrunner,Bookrunner
Bank of America,Commit,1200,120,6,Above,1,133,14.9,Bookrunner,Participant
Deutsche Bank,Decline,600,110,2,Market,2,32,4.3,Bookrunner,Bookrunner
MUFG Union,Commit,800,170,4,Market,1,76,20,Bookrunner,Bookrunner
Bank of America,Commit,200,30,1,Market,3,39,6.4,Bookrunner,Bookrunner
Deutsche Bank,Decline,800,100,2,Market,2,66,7.2,Bookrunner,Participant
MUFG Union,Decline,900,70,2,Market,3,137,16.4,Bookrunner,Participant
Wells Fargo,Commit,1100,300,10,Market,0,86,37,Participant,Bookrunner
Goldman Sachs,Commit,1100,180,8,Market,0,29,2.2,Participant,Bookrunner
Wells Fargo,Commit,1200,200,1,Market,2,138,11.7,Participant,Bookrunner
Goldman Sachs,Decline,900,100,3,Market,2,105,26.3,Bookrunner,Participant
Deutsche Bank,Commit,900,130,1,Market,2,124,34.5,Bookrunner,Bookrunner
Goldman Sachs,Commit,600,70,3,Market,2,76,9.2,Participant,Participant
Wells Fargo,Commit,1300,220,7,Below,0,157,9.1,Bookrunner,Bookrunner
Deutsche Bank,Commit,1700,230,2,Market,3,299,31.4,Bookrunner,Bookrunner
Wells Fargo,Commit,1800,230,4,Above,1,226,41.1,Bookrunner,Bookrunner
MUFG Union,Commit,800,130,1,Above,1,0,0,Bookrunner,Bookrunner
Goldman Sachs,Commit,300,60,1,Market,2,26,0,Participant,Bookrunner
Bank of America,Commit,1200,240,8,Market,0,139,26.4,Participant,Bookrunner
Deutsche Bank,Commit,1200,220,8,Market,0,47,8,Bookrunner,Bookrunner
MUFG Union,Commit,1600,250,6,Market,1,134,40.6,Bookrunner,Bookrunner
Bank of America,Commit,1700,260,4,Market,1,113,25.4,Bookrunner,Bookrunner
Deutsche Bank,Commit,1000,150,5,Market,0,31,7.6,Bookrunner,Bookrunner
Deutsche Bank,Commit,1100,210,4,Below,1,68,11.6,Bookrunner,Bookrunner
Bank of America,Commit,1000,120,8,Above,0,85,1.1,Bookrunner,Bookrunner
MUFG Union,Commit,1200,220,3,Market,2,156,11.7,Bookrunner,Bookrunner
Bank of America,Commit,1200,210,10,Market,0,151,31,Bookrunner,Bookrunner
Deutsche Bank,Commit,1200,220,3,Market,2,117,29.5,Bookrunner,Bookrunner
Goldman Sachs,Commit,600,90,1,Below,2,54,10.5,Bookrunner,Bookrunner
Wells Fargo,Commit,1200,200,5,Above,1,70,6.8,Participant,Bookrunner
Wells Fargo,Commit,1600,230,9,Market,0,95,4.6,Bookrunner,Bookrunner
Deutsche Bank,Commit,1500,180,6,Above,2,295,51.9,Participant,Participant
Goldman Sachs,Decline,1000,110,6,Market,2,191,25,Bookrunner,Participant
MUFG Union,Commit,2100,390,3,Market,2,220,1.5,Bookrunner,Bookrunner
Bank of America,Commit,1400,240,2,Market,2,270,18.4,Bookrunner,Bookrunner
MUFG Union,Commit,800,160,3,Market,1,-14,0,Participant,Bookrunner
Deutsche Bank,Decline,200,20,2,Below,3,33,8.2,Bookrunner,Participant
Deutsche Bank,Decline,400,40,1,Market,2,37,5,Bookrunner,Participant
MUFG Union,Commit,600,80,2,Market,2,79,14.4,Bookrunner,Bookrunner
Deutsche Bank,Commit,1200,160,4,Market,1,76,10.6,Bookrunner,Bookrunner
Bank of America,Commit,1500,280,8,Market,0,177,43.2,Bookrunner,Bookrunner
Bank of America,Decline,800,30,1,Market,2,77,4.9,Bookrunner,Participant
MUFG Union,Decline,1100,60,9,Below,0,108,14.7,Bookrunner,Participant
Bank of America,Decline,800,60,1,Market,2,46,5.3,Bookrunner,Participant
Goldman Sachs,Decline,1100,90,9,Market,0,148,17.5,Bookrunner,Participant
Wells Fargo,Commit,500,80,2,Market,2,64,7.7,Bookrunner,Bookrunner
Deutsche Bank,Commit,1300,200,10,Above,0,131,31,Bookrunner,Bookrunner
Deutsche Bank,Commit,1400,200,10,Market,0,89,23.8,Bookrunner,Bookrunner
Bank of America,Commit,1700,140,9,Market,0,185,27,Bookrunner,Participant
Goldman Sachs,Decline,1300,70,3,Market,2,115,10.7,Bookrunner,Participant
MUFG Union,Commit,700,120,2,Market,2,59,17.6,Bookrunner,Bookrunner
Deutsche Bank,Decline,900,80,3,Market,2,64,11.6,Bookrunner,Participant
Bank of America,Commit,800,100,4,Below,1,106,17.6,Bookrunner,Bookrunner
Deutsche Bank,Commit,1100,190,9,Above,0,136,7.5,Bookrunner,Bookrunner
Goldman Sachs,Commit,300,30,2,Below,2,26,4.5,Participant,Participant
Goldman Sachs,Decline,1200,110,2,Below,2,126,20.4,Bookrunner,Participant
MUFG Union,Commit,800,100,2,Market,2,110,27,Bookrunner,Bookrunner
Goldman Sachs,Commit,1200,180,3,Market,2,208,43.3,Bookrunner,Bookrunner
Goldman Sachs,Decline,700,70,3,Above,2,67,6.9,Bookrunner,Participant
Bank of America,Commit,200,30,3,Market,2,18,4.8,Bookrunner,Bookrunner
MUFG Union,Commit,400,50,4,Market,2,61,9.2,Bookrunner,Bookrunner
MUFG Union,Commit,600,110,3,Market,3,90,5,Bookrunner,Bookrunner
Goldman Sachs,Commit,1500,290,4,Market,2,229,72.6,Bookrunner,Bookrunner
Bank of America,Decline,600,110,4,Market,0,52,2,Bookrunner,Bookrunner
Wells Fargo,Commit,1300,140,10,Market,1,210,53.6,Bookrunner,Participant
Deutsche Bank,Decline,200,20,2,Market,3,31,1.3,Bookrunner,Bookrunner
Wells Fargo,Commit,1500,290,9,Market,1,233,13.3,Bookrunner,Bookrunner
MUFG Union,Commit,900,120,4,Market,1,214,53.5,Bookrunner,Bookrunner
Wells Fargo,Commit,900,90,3,Market,2,106,14.7,Bookrunner,Participant
Bank of America,Decline,300,30,1,Market,2,16,3.5,Bookrunner,Participant
Deutsche Bank,Decline,500,60,2,Market,2,39,4.4,Bookrunner,Bookrunner
Deutsche Bank,Decline,1100,100,4,Below,1,123,12.5,Bookrunner,Participant
Wells Fargo,Commit,500,60,3,Market,2,44,0.5,Participant,Bookrunner
Bank of America,Commit,1100,140,4,Market,1,108,6.8,Participant,Bookrunner
Goldman Sachs,Commit,1300,220,10,Market,0,112,10,Bookrunner,Bookrunner
Goldman Sachs,Commit,1700,260,8,Market,0,176,31.3,Participant,Bookrunner
MUFG Union,Commit,800,160,3,Market,2,62,13.8,Bookrunner,Bookrunner
Deutsche Bank,Commit,500,80,1,Market,3,78,24.7,Bookrunner,Bookrunner
MUFG Union,Commit,500,80,2,Below,2,28,3,Bookrunner,Bookrunner
Bank of America,Commit,600,90,4,Market,1,31,8.3,Bookrunner,Bookrunner
MUFG Union,Decline,800,90,4,Above,2,143,33.9,Bookrunner,Participant
Bank of America,Decline,700,150,2,Market,2,49,2.1,Bookrunner,Bookrunner
Bank of America,Decline,500,60,2,Market,2,49,9.6,Bookrunner,Participant
Goldman Sachs,Commit,1000,130,8,Market,0,76,16.6,Bookrunner,Bookrunner
Wells Fargo,Commit,1400,230,2,Market,3,213,5.8,Bookrunner,Bookrunner
MUFG Union,Commit,900,120,2,Market,2,234,56.2,Bookrunner,Bookrunner
Wells Fargo,Commit,1000,130,7,Market,1,157,0.9,Bookrunner,Bookrunner
Deutsche Bank,Decline,700,70,2,Market,2,44,8.4,Bookrunner,Participant
Goldman Sachs,Commit,1700,140,9,Below,0,56,6.2,Participant,Participant
Goldman Sachs,Decline,400,40,2,Market,3,63,16.3,Bookrunner,Participant
Deutsche Bank,Decline,900,110,3,Market,2,56,2.7,Bookrunner,Bookrunner
Bank of America,Commit,1800,330,3,Market,2,154,39.7,Bookrunner,Bookrunner
Wells Fargo,Commit,1200,160,4,Market,0,51,10.6,Bookrunner,Bookrunner
Wells Fargo,Commit,1100,190,5,Market,1,70,23,Bookrunner,Bookrunner
Goldman Sachs,Commit,1400,290,7,Market,0,196,51.9,Participant,Bookrunner
Wells Fargo,Commit,1100,190,5,Market,1,70,15.3,Bookrunner,Bookrunner
Goldman Sachs,Decline,1000,100,6,Market,1,143,20.2,Bookrunner,Participant
MUFG Union,Commit,1000,130,4,Market,0,15,1.2,Participant,Bookrunner
Goldman Sachs,Decline,1100,100,6,Market,0,52,11.8,Bookrunner,Participant
Wells Fargo,Commit,1200,110,7,Market,0,120,10.4,Participant,Participant
Bank of America,Commit,1100,190,3,Market,2,137,15.2,Bookrunner,Bookrunner
MUFG Union,Commit,700,90,3,Market,2,63,3.2,Bookrunner,Bookrunner
MUFG Union,Commit,400,80,3,Market,2,32,6.2,Bookrunner,Bookrunner
Wells Fargo,Commit,1400,200,3,Market,1,62,9.1,Bookrunner,Bookrunner
MUFG Union,Decline,1700,120,9,Below,0,56,4,Bookrunner,Participant
Deutsche Bank,Commit,600,70,2,Market,2,65,1.6,Participant,Bookrunner
Deutsche Bank,Commit,900,180,2,Above,2,75,28.6,Bookrunner,Bookrunner
Wells Fargo,Commit,1200,280,3,Market,2,71,3,Bookrunner,Bookrunner
Bank of America,Commit,800,140,1,Market,2,46,3.9,Bookrunner,Bookrunner
Goldman Sachs,Commit,600,40,4,Market,1,47,4.8,Participant,Participant
Bank of America,Decline,800,150,2,Below,1,40,1.6,Bookrunner,Bookrunner
Goldman Sachs,Decline,900,120,3,Market,2,87,2.9,Bookrunner,Bookrunner
Bank of America,Decline,800,80,2,Market,2,93,15.7,Bookrunner,Participant
Goldman Sachs,Decline,900,90,1,Market,2,75,10,Bookrunner,Participant
Wells Fargo,Commit,1400,250,9,Market,0,35,5.9,Bookrunner,Bookrunner
Wells Fargo,Commit,1400,230,8,Below,0,168,32.9,Bookrunner,Bookrunner
Wells Fargo,Commit,700,130,2,Market,2,77,19.5,Bookrunner,Bookrunner
Wells Fargo,Commit,900,140,2,Market,2,60,0.8,Bookrunner,Bookrunner
Deutsche Bank,Decline,800,90,2,Above,2,80,15.1,Bookrunner,Participant
Goldman Sachs,Commit,900,110,3,Above,3,150,27.3,Bookrunner,Bookrunner
Wells Fargo,Decline,900,100,3,Market,2,49,3.1,Bookrunner,Participant
Deutsche Bank,Commit,1400,260,2,Market,2,205,54.3,Participant,Bookrunner
Goldman Sachs,Decline,1100,100,5,Market,1,70,6.7,Bookrunner,Participant
Bank of America,Commit,1200,190,7,Market,1,182,44,Bookrunner,Bookrunner
Goldman Sachs,Commit,800,120,2,Below,3,128,23.7,Bookrunner,Bookrunner
Wells Fargo,Commit,400,80,3,Market,1,16,1.8,Bookrunner,Bookrunner
Bank of America,Commit,1000,120,1,Market,1,34,7.2,Bookrunner,Bookrunner
MUFG Union,Commit,400,60,4,Market,1,53,8.8,Bookrunner,Bookrunner
MUFG Union,Commit,700,140,1,Market,2,97,23.5,Bookrunner,Bookrunner
MUFG Union,Commit,1200,210,7,Market,0,69,12.4,Bookrunner,Bookrunner
Goldman Sachs,Commit,600,100,1,Market,2,140,25.5,Participant,Bookrunner
MUFG Union,Commit,1500,150,9,Market,1,237,23.9,Participant,Participant
Deutsche Bank,Commit,800,160,2,Above,2,63,20.7,Bookrunner,Bookrunner
Deutsche Bank,Commit,1100,160,10,Below,1,173,14.5,Participant,Bookrunner
Wells Fargo,Decline,900,90,3,Market,2,102,10.5,Bookrunner,Participant
Wells Fargo,Commit,1400,170,10,Market,0,98,15.3,Bookrunner,Participant
MUFG Union,Commit,500,90,3,Market,2,33,9,Bookrunner,Bookrunner
Goldman Sachs,Decline,1900,180,9,Market,0,151,11.8,Bookrunner,Participant
Deutsche Bank,Decline,1400,140,6,Market,0,59,9.6,Bookrunner,Participant
Deutsche Bank,Commit,800,120,3,Market,2,75,20.3,Bookrunner,Bookrunner
MUFG Union,Commit,1600,250,4,Above,1,92,28,Bookrunner,Bookrunner
MUFG Union,Commit,1500,320,7,Above,0,149,61.4,Bookrunner,Bookrunner
Deutsche Bank,Commit,1200,190,5,Market,1,170,26.2,Participant,Bookrunner
Bank of America,Decline,1200,130,5,Market,0,54,9.9,Bookrunner,Participant
Bank of America,Commit,1800,420,9,Market,1,327,75.9,Bookrunner,Bookrunner
MUFG Union,Commit,1500,210,4,Market,1,165,24.3,Bookrunner,Bookrunner
MUFG Union,Commit,200,40,2,Market,3,31,5.1,Bookrunner,Bookrunner
Bank of America,Commit,1300,230,8,Market,0,105,21.3,Bookrunner,Bookrunner
Goldman Sachs,Commit,1600,200,5,Market,2,254,31.8,Bookrunner,Bookrunner
Deutsche Bank,Decline,500,80,2,Market,2,60,1,Bookrunner,Bookrunner
Wells Fargo,Commit,1600,310,1,Above,2,214,54.8,Bookrunner,Bookrunner
Goldman Sachs,Decline,500,70,4,Below,1,58,1.3,Bookrunner,Bookrunner
Wells Fargo,Commit,1200,260,6,Market,1,73,14.8,Bookrunner,Bookrunner
Deutsche Bank,Commit,1100,150,10,Below,0,108,9.5,Participant,Bookrunner
MUFG Union,Decline,400,50,2,Market,2,95,6,Bookrunner,Participant
Wells Fargo,Commit,900,130,1,Market,2,63,5.8,Bookrunner,Bookrunner
Bank of America,Commit,800,140,3,Market,1,36,6.5,Participant,Bookrunner
Goldman Sachs,Commit,1200,230,3,Below,2,133,23.4,Bookrunner,Bookrunner
Bank of America,Decline,200,20,1,Market,2,13,3.2,Bookrunner,Participant
Deutsche Bank,Decline,300,50,3,Market,2,32,0.5,Bookrunner,Bookrunner
Wells Fargo,Commit,1400,280,6,Market,1,170,2.2,Bookrunner,Bookrunner
Wells Fargo,Commit,2500,510,6,Market,1,220,20.7,Bookrunner,Bookrunner
Goldman Sachs,Commit,500,80,3,Above,2,26,6.2,Bookrunner,Bookrunner
Bank of America,Commit,1600,180,8,Market,0,149,21.3,Bookrunner,Participant
Bank of America,Decline,500,30,1,Market,3,78,10.5,Bookrunner,Participant
MUFG Union,Commit,400,70,1,Market,2,43,11.8,Bookrunner,Bookrunner
Deutsche Bank,Commit,200,30,3,Market,2,56,0,Participant,Bookrunner
Deutsche Bank,Commit,1400,230,8,Market,0,216,51.8,Bookrunner,Bookrunner
Deutsche Bank,Commit,900,150,4,Below,0,33,8.6,Bookrunner,Bookrunner
Goldman Sachs,Commit,700,100,1,Market,2,83,21.7,Bookrunner,Bookrunner
Wells Fargo,Commit,300,50,2,Market,2,61,9.1,Bookrunner,Bookrunner
Deutsche Bank,Commit,1400,200,4,Market,1,148,11.8,Bookrunner,Bookrunner
Goldman Sachs,Commit,900,130,1,Market,2,75,9.7,Bookrunner,Bookrunner
Bank of America,Commit,700,90,1,Market,2,86,8.2,Bookrunner,Bookrunner
Deutsche Bank,Commit,600,80,3,Market,2,82,18,Bookrunner,Bookrunner
Deutsche Bank,Commit,1300,220,6,Below,1,109,11.4,Participant,Bookrunner
Deutsche Bank,Commit,2200,260,8,Market,1,355,89.5,Bookrunner,Participant
MUFG Union,Commit,800,150,2,Market,2,89,1.3,Bookrunner,Bookrunner
MUFG Union,Commit,700,70,1,Market,2,56,3,Participant,Participant
MUFG Union,Commit,1200,210,3,Market,2,89,22.7,Bookrunner,Bookrunner
Goldman Sachs,Decline,1600,130,8,Market,0,39,6.5,Bookrunner,Participant
Goldman Sachs,Commit,1200,250,5,Market,1,126,5.7,Bookrunner,Bookrunner
Wells Fargo,Commit,1200,170,9,Market,0,141,15.4,Bookrunner,Bookrunner
Bank of America,Decline,800,50,4,Market,1,78,5,Bookrunner,Participant
Wells Fargo,Commit,1500,190,4,Market,1,220,6.2,Bookrunner,Bookrunner
Deutsche Bank,Commit,1700,350,1,Market,2,117,47.6,Bookrunner,Bookrunner
Deutsche Bank,Commit,1700,330,4,Below,1,118,43.7,Bookrunner,Bookrunner
MUFG Union,Commit,900,140,2,Below,2,99,26,Bookrunner,Bookrunner
MUFG Union,Commit,800,130,2,Market,3,137,9.5,Bookrunner,Bookrunner
Deutsche Bank,Commit,1200,170,3,Market,3,191,12.2,Bookrunner,Bookrunner
Bank of America,Commit,900,80,3,Above,3,150,24.9,Bookrunner,Participant
Deutsche Bank,Commit,700,160,3,Market,2,62,19.6,Bookrunner,Bookrunner
Bank of America,Commit,700,140,3,Market,2,64,12.6,Bookrunner,Bookrunner
Goldman Sachs,Decline,500,50,1,Market,2,52,4.7,Bookrunner,Participant
MUFG Union,Commit,1600,240,5,Market,1,188,0,Participant,Bookrunner
Deutsche Bank,Commit,1800,260,4,Market,1,95,18.3,Bookrunner,Bookrunner
MUFG Union,Decline,200,40,3,Market,2,12,0.3,Bookrunner,Bookrunner
Deutsche Bank,Commit,1500,350,7,Market,0,199,68.7,Bookrunner,Bookrunner
Wells Fargo,Commit,500,120,3,Market,2,55,3.4,Bookrunner,Bookrunner
Bank of America,Decline,300,30,1,Market,3,46,2.9,Bookrunner,Participant
Goldman Sachs,Commit,500,90,3,Market,1,14,4.8,Bookrunner,Bookrunner
Wells Fargo,Commit,900,90,3,Market,2,121,13.2,Bookrunner,Participant
Bank of America,Commit,700,120,2,Market,2,58,3.5,Bookrunner,Bookrunner
Bank of America,Decline,500,80,3,Market,2,38,1.1,Bookrunner,Bookrunner
Bank of America,Commit,500,70,1,Above,2,67,12.2,Bookrunner,Bookrunner
Bank of America,Commit,400,50,4,Market,1,30,0,Participant,Bookrunner
Bank of America,Commit,700,100,2,Market,2,46,9.9,Bookrunner,Bookrunner
Bank of America,Commit,1300,230,8,Market,1,210,48.3,Bookrunner,Bookrunner
MUFG Union,Commit,900,130,2,Market,2,64,16.2,Bookrunner,Bookrunner
Deutsche Bank,Commit,800,130,2,Market,2,116,21.2,Bookrunner,Bookrunner
Goldman Sachs,Decline,900,80,2,Market,2,57,3.9,Bookrunner,Participant
Bank of America,Commit,1400,180,4,Market,1,148,14.5,Bookrunner,Bookrunner
MUFG Union,Commit,1100,130,8,Market,0,64,9.7,Bookrunner,Bookrunner
MUFG Union,Commit,1500,350,7,Market,0,200,39.8,Participant,Bookrunner
Wells Fargo,Commit,500,90,4,Below,1,71,14.7,Bookrunner,Bookrunner
Deutsche Bank,Commit,700,90,1,Market,2,69,13.8,Participant,Bookrunner
Deutsche Bank,Decline,800,90,2,Below,1,40,7.3,Bookrunner,Participant
Goldman Sachs,Commit,600,110,2,Above,2,68,7.5,Bookrunner,Bookrunner
Goldman Sachs,Commit,1700,200,6,Market,2,296,49.4,Bookrunner,Participant
Bank of America,Commit,600,110,1,Market,2,40,1.1,Participant,Bookrunner
Wells Fargo,Commit,600,80,2,Market,1,29,2.5,Bookrunner,Bookrunner
Bank of America,Commit,1500,320,4,Market,0,39,11.6,Bookrunner,Bookrunner
Goldman Sachs,Commit,900,130,3,Market,2,49,13.2,Bookrunner,Bookrunner
Bank of America,Commit,800,110,2,Market,1,34,4.9,Bookrunner,Bookrunner
Bank of America,Commit,1800,370,3,Market,2,161,25.1,Bookrunner,Bookrunner
Bank of America,Commit,900,130,1,Below,2,97,27.1,Bookrunner,Bookrunner
Goldman Sachs,Decline,1300,100,4,Market,1,92,8.7,Bookrunner,Participant
MUFG Union,Commit,900,180,1,Market,2,93,36.1,Bookrunner,Bookrunner
Wells Fargo,Commit,1000,140,2,Market,2,116,0.2,Bookrunner,Bookrunner
MUFG Union,Commit,1300,260,2,Market,2,114,28.4,Bookrunner,Bookrunner
MUFG Union,Commit,700,130,2,Market,2,38,0,Participant,Bookrunner
Goldman Sachs,Commit,300,50,3,Market,1,15,2.8,Bookrunner,Bookrunner
Wells Fargo,Commit,1500,280,3,Market,2,161,9.3,Bookrunner,Bookrunner
Bank of America,Decline,1600,260,5,Market,0,35,2.2,Bookrunner,Bookrunner
Bank of America,Decline,1700,130,7,Market,0,114,14.7,Bookrunner,Participant
Wells Fargo,Decline,600,20,1,Below,2,60,3.2,Participant,Participant
Goldman Sachs,Commit,800,180,1,Market,2,76,14.3,Bookrunner,Bookrunner
MUFG Union,Commit,600,140,1,Market,2,68,8.1,Bookrunner,Bookrunner
Bank of America,Commit,1400,240,9,Market,0,199,32.4,Participant,Bookrunner
Bank of America,Commit,1300,170,5,Market,0,49,4.4,Bookrunner,Bookrunner
Bank of America,Decline,500,50,1,Above,2,67,7.3,Bookrunner,Participant
MUFG Union,Commit,700,100,3,Market,2,69,17.7,Bookrunner,Bookrunner
Deutsche Bank,Commit,600,120,1,Above,2,57,8.9,Bookrunner,Bookrunner
Bank of America,Commit,1200,200,2,Market,2,94,12.9,Bookrunner,Bookrunner
Deutsche Bank,Decline,900,130,2,Market,2,106,5.1,Bookrunner,Bookrunner
Goldman Sachs,Commit,500,70,2,Below,2,41,12.1,Bookrunner,Bookrunner
Wells Fargo,Decline,300,30,2,Market,2,35,6,Bookrunner,Participant
Wells Fargo,Commit,1200,150,9,Above,0,88,3.7,Bookrunner,Bookrunner
Wells Fargo,Commit,1800,250,3,Market,2,161,3.5,Bookrunner,Bookrunner
Deutsche Bank,Commit,900,110,2,Market,2,92,12.8,Bookrunner,Bookrunner
MUFG Union,Decline,1200,110,5,Market,1,157,26.8,Bookrunner,Participant
Wells Fargo,Commit,1200,230,2,Market,2,64,17.3,Bookrunner,Bookrunner
MUFG Union,Commit,1400,240,5,Below,1,153,14.1,Bookrunner,Bookrunner
Deutsche Bank,Decline,1600,240,9,Market,0,141,2.8,Bookrunner,Bookrunner
Bank of America,Commit,1800,180,10,Market,0,212,15.5,Bookrunner,Participant
Bank of America,Decline,1000,110,4,Market,1,113,20.6,Bookrunner,Participant
Wells Fargo,Commit,1200,150,6,Market,1,104,17.2,Bookrunner,Bookrunner
MUFG Union,Commit,1900,100,8,Market,0,274,14.8,Participant,Participant
Deutsche Bank,Commit,1000,140,9,Market,0,95,15.1,Bookrunner,Bookrunner
MUFG Union,Decline,200,30,3,Above,2,13,0.5,Bookrunner,Bookrunner
MUFG Union,Commit,800,110,2,Market,2,105,13.3,Bookrunner,Bookrunner
Deutsche Bank,Commit,400,50,1,Market,2,39,9.6,Bookrunner,Bookrunner
Bank of America,Commit,300,40,3,Market,2,27,6.6,Bookrunner,Bookrunner
Bank of America,Commit,2100,340,3,Market,2,265,32.6,Bookrunner,Bookrunner
Wells Fargo,Commit,1900,260,3,Market,2,182,46.8,Bookrunner,Bookrunner
Goldman Sachs,Commit,1400,100,9,Market,0,147,4.3,Participant,Participant
Wells Fargo,Commit,1000,150,4,Market,1,105,4.1,Bookrunner,Bookrunner
Deutsche Bank,Commit,600,100,2,Market,2,67,13.8,Bookrunner,Bookrunner
Wells Fargo,Commit,900,160,1,Market,2,124,24.7,Bookrunner,Bookrunner
Goldman Sachs,Commit,1200,250,4,Market,1,67,28.2,Bookrunner,Bookrunner
Wells Fargo,Commit,1400,160,3,Market,2,143,21.7,Bookrunner,Participant
MUFG Union,Commit,1400,260,8,Market,0,90,32.8,Bookrunner,Bookrunner
Goldman Sachs,Commit,900,160,1,Market,2,124,18.2,Bookrunner,Bookrunner
Bank of America,Decline,1100,180,8,Market,0,29,1.7,Bookrunner,Bookrunner
Goldman Sachs,Commit,900,220,1,Market,2,61,11.3,Bookrunner,Bookrunner
Bank of America,Commit,1200,220,1,Market,2,86,0.5,Bookrunner,Bookrunner
Goldman Sachs,Commit,1400,230,9,Below,0,108,28.4,Bookrunner,Bookrunner
MUFG Union,Decline,500,40,4,Market,1,46,4.1,Bookrunner,Participant
Deutsche Bank,Decline,2600,300,2,Market,2,195,23.2,Bookrunner,Participant
Wells Fargo,Commit,1200,230,9,Market,0,96,2.7,Bookrunner,Bookrunner
Deutsche Bank,Decline,500,110,4,Below,1,71,6.3,Bookrunner,Bookrunner
Wells Fargo,Commit,1300,270,1,Market,1,51,10.8,Bookrunner,Bookrunner
Goldman Sachs,Decline,800,90,2,Market,2,55,11.4,Bookrunner,Participant
Deutsche Bank,Commit,600,110,3,Market,2,49,13.6,Bookrunner,Bookrunner
Goldman Sachs,Decline,1500,140,3,Market,2,140,9.1,Bookrunner,Participant
Goldman Sachs,Commit,400,60,4,Market,1,42,7.2,Participant,Bookrunner
Goldman Sachs,Decline,900,100,2,Market,2,80,12.2,Bookrunner,Participant
MUFG Union,Commit,900,140,3,Market,2,99,29.9,Bookrunner,Bookrunner
Bank of America,Commit,900,100,1,Market,2,118,21.2,Bookrunner,Participant
Goldman Sachs,Decline,600,120,2,Above,2,42,0.4,Bookrunner,Bookrunner
Deutsche Bank,Commit,1400,260,5,Market,1,127,24,Bookrunner,Bookrunner
MUFG Union,Commit,700,160,3,Above,3,105,43.6,Bookrunner,Bookrunner
Deutsche Bank,Decline,800,70,1,Above,2,87,14.4,Bookrunner,Participant
